outer_target,method,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
cleveland,expert:prior_separated,empirical_source,7,303.0,0.45874587458745875,0.8224249868397965,0.8104189709710603,0.5482494438938059,0.5530453415422978,0.18131930282344755,0.18354384362787401,0.7656765676567657,0.7594095455343042,0.7279693486590039,0.7786885245901639,0.6834532374100719,0.6906474820143885,0.10498567656698633,1.9142448274250523,0.14770598535847618
cleveland,expert:prior_separated,empirical_source,8,303.0,0.45874587458745875,0.8285225478154061,0.8275854423036006,0.5406768298307352,0.544867205722805,0.17786584810586406,0.17979877704263345,0.7557755775577558,0.7502632040708896,0.7196969696969697,0.76,0.6834532374100719,0.697841726618705,0.06744466242402912,1.9288362736529467,0.135716084385281
cleveland,expert:prior_separated,empirical_source,9,303.0,0.45874587458745875,0.8361993332163538,0.8141526588812547,0.5394374263162532,0.5445420834564194,0.17742374990929927,0.1797624693953915,0.7491749174917491,0.7419722758378663,0.7054263565891473,0.7647058823529411,0.6546762589928058,0.6762589928057554,0.13978069221099867,1.9507907674995424,0.1359861293615573
cleveland,expert:prior_separated,mar_age_sex_30,0,303.0,0.45874587458745875,0.8451044042814528,0.8405476516519863,0.546202638542598,0.547746670475782,0.1797903354310431,0.1805472327393328,0.7887788778877888,0.7845894016494122,0.7611940298507462,0.7906976744186046,0.7338129496402878,0.7985611510791367,-0.045069401375643706,2.4584750514312135,0.12178596030729742
cleveland,expert:prior_separated,mar_age_sex_30,1,303.0,0.45874587458745875,0.8466397613616423,0.8307724457297949,0.5490903879022637,0.5495120089747114,0.18086432616288997,0.18108917176393532,0.7854785478547854,0.7831856466046675,0.7636363636363637,0.7720588235294118,0.7553956834532374,0.7697841726618705,-0.134927140864097,2.4739028519131843,0.13739849457088993
cleveland,expert:prior_separated,mar_age_sex_30,2,303.0,0.45874587458745875,0.8184769257764519,0.8093156903262726,0.5588575441422713,0.5599956023249577,0.18565059627421798,0.18621647308745412,0.7755775577557755,0.7718459378838393,0.7481481481481481,0.7709923664122137,0.7266187050359713,0.7482014388489209,-0.1001361458878229,2.10496160974122,0.1588525669179358
cleveland,expert:prior_separated,mar_age_sex_30,3,303.0,0.45874587458745875,0.8385681698543603,0.8065085949454688,0.552843513973699,0.5537853996016783,0.18276815761589713,0.1832449491945753,0.7524752475247525,0.7477627653974381,0.7191011235955056,0.75,0.6906474820143885,0.697841726618705,-0.08598676183354811,2.3982871164720123,0.14284619309848065
cleveland,expert:prior_separated,mar_age_sex_30,4,303.0,0.45874587458745875,0.8356290577294262,0.8002486534306885,0.5530577259099112,0.5534665527393672,0.1829433101582616,0.18319240776142803,0.768976897689769,0.7673934023512897,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7122302158273381,-0.12465513370813511,2.344848102165959,0.14416072730351037
cleveland,expert:prior_separated,mar_age_sex_30,5,303.0,0.45874587458745875,0.8244867520617651,0.8187902247110199,0.5562938948261621,0.5575171923664242,0.18476214509383668,0.18536562280010513,0.7557755775577558,0.7519082295139499,0.725925925925926,0.7480916030534351,0.7050359712230215,0.6834532374100719,-0.09227768895133434,2.158595739173986,0.14595239670809929
cleveland,expert:prior_separated,mar_age_sex_30,6,303.0,0.45874587458745875,0.8209773644499034,0.8085447285022194,0.5590804578383615,0.5602693932363486,0.1859854029177607,0.18655252701950156,0.7557755775577558,0.7530049131426566,0.7299270072992701,0.7407407407407407,0.7194244604316546,0.6762589928057554,-0.0947677647930228,2.1041154166697082,0.14671168681403568
cleveland,expert:prior_separated,mar_age_sex_30,7,303.0,0.45874587458745875,0.8175995788734866,0.7992229206267084,0.5621474260107596,0.5639794377682399,0.1872585497311417,0.18815588339229103,0.7623762376237624,0.7601991577469731,0.7391304347826086,0.7445255474452555,0.7338129496402878,0.697841726618705,-0.04521265794657168,2.1916007161447575,0.1517666921907302
cleveland,expert:prior_separated,mar_age_sex_30,8,303.0,0.45874587458745875,0.8344885067555712,0.8068149589633327,0.5519139211010909,0.5529338700471416,0.18246361626634675,0.18296040339652997,0.768976897689769,0.7673934023512897,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7194244604316546,-0.09745879584559422,2.2260903262976206,0.14290818229362945
cleveland,expert:prior_separated,mar_age_sex_30,9,303.0,0.45874587458745875,0.8401035269345499,0.8321582941875504,0.5511366493939398,0.551777976746787,0.18222735386539737,0.18257600758691434,0.768976897689769,0.7668450605369364,0.7463768115942029,0.7518248175182481,0.7410071942446043,0.6906474820143885,-0.10728660294579682,2.426592431100432,0.12278656189267817
