outer_target,router_candidate,validation_site,router_seed,site_worst_balanced_log_loss,natural_roc_auc
va_long_beach,support_plus_expert_context,hungary,5065,0.688803400733526,0.7261481773917621
va_long_beach,support_plus_expert_context,hungary,5066,0.690622171562784,0.7247006185024345
va_long_beach,support_plus_expert_context,hungary,5067,0.68976763959426,0.7243058297144361
va_long_beach,support_plus_expert_context,hungary,5068,0.68564338336085,0.7269377549677589
va_long_beach,support_plus_expert_context,hungary,5069,0.6835000731048797,0.7289116989077511
va_long_beach,support_plus_expert_context,hungary,5070,0.6855884364651538,0.7278589288064219
va_long_beach,support_plus_expert_context,hungary,5071,0.6835180757895772,0.7274641400184234
va_long_beach,support_plus_expert_context,switzerland,5062,0.6886790090957,0.7249638110277669
va_long_beach,support_plus_expert_context,switzerland,5063,0.6850055375428064,0.7273325437557573
va_long_beach,support_plus_expert_context,switzerland,5064,0.684544933462068,0.7272009474930913
va_long_beach,support_plus_expert_context,switzerland,5065,0.6891847930732495,0.7254901960784313
va_long_beach,support_plus_expert_context,switzerland,5066,0.6907196461684969,0.7245690222397685
va_long_beach,support_plus_expert_context,switzerland,5067,0.6897460410730499,0.7247006185024346
va_long_beach,support_plus_expert_context,switzerland,5068,0.6859504669721745,0.7274641400184235
va_long_beach,support_plus_expert_context,switzerland,5069,0.6850293964552393,0.7278589288064219
va_long_beach,support_plus_expert_context,switzerland,5070,0.6866257147128076,0.7262797736544282
va_long_beach,support_plus_expert_context,switzerland,5071,0.6839012734178226,0.7274641400184234
va_long_beach,anchor_relative_context,cleveland,5062,0.6990202904331819,0.7196999605211212
va_long_beach,anchor_relative_context,cleveland,5063,0.7144281623818823,0.712988551125148
va_long_beach,anchor_relative_context,cleveland,5064,0.7046246842669215,0.7154888801158048
va_long_beach,anchor_relative_context,cleveland,5065,0.7008305147008204,0.7168048427424661
va_long_beach,anchor_relative_context,cleveland,5066,0.7130001106330273,0.7132517436504804
va_long_beach,anchor_relative_context,cleveland,5067,0.7125087538448841,0.7131201473878142
va_long_beach,anchor_relative_context,cleveland,5068,0.7055552933714211,0.7137781287011449
va_long_beach,anchor_relative_context,cleveland,5069,0.7024727136934132,0.7150940913278062
va_long_beach,anchor_relative_context,cleveland,5070,0.7051545844020854,0.7182524016317937
va_long_beach,anchor_relative_context,cleveland,5071,0.6998527375524218,0.7158836689038031
va_long_beach,anchor_relative_context,hungary,5062,0.7047476662004051,0.7170680352677984
va_long_beach,anchor_relative_context,hungary,5063,0.7120125870732161,0.7141729174891434
va_long_beach,anchor_relative_context,hungary,5064,0.6975388755734424,0.7160152651664693
va_long_beach,anchor_relative_context,hungary,5065,0.6975442662117682,0.7203579418344519
va_long_beach,anchor_relative_context,hungary,5066,0.6880223190905319,0.7256217923410975
va_long_beach,anchor_relative_context,hungary,5067,0.7030055121159511,0.7161468614291354
va_long_beach,anchor_relative_context,hungary,5068,0.7013518101664797,0.7141729174891432
va_long_beach,anchor_relative_context,hungary,5069,0.6988869994804949,0.7186471904197921
va_long_beach,anchor_relative_context,hungary,5070,0.6950131965831856,0.7225950782997764
va_long_beach,anchor_relative_context,hungary,5071,0.6918285847910828,0.7214107119357811
va_long_beach,anchor_relative_context,switzerland,5062,0.6884779158666531,0.725095407290433
va_long_beach,anchor_relative_context,switzerland,5063,0.6848796393089392,0.7275957362810896
va_long_beach,anchor_relative_context,switzerland,5064,0.6845257103130162,0.7272009474930913
va_long_beach,anchor_relative_context,switzerland,5065,0.6892856175995964,0.7254901960784315
va_long_beach,anchor_relative_context,switzerland,5066,0.6908206013203246,0.7245690222397686
