view,best_prior,mmd2_statistic,bootstrap_critical_value,p_value,accepted,alpha,rff_dimensions,source_bandwidth,policy,mask_replicate,diagnostic_mode,automatic_adaptation_allowed,mask_support_passed,mask_all_feature_states_supported,mask_exact_pattern_support_rate,mask_nearest_hamming_fraction_q95,mask_nearest_hamming_fraction_max,outer_target,experiment,variant,epochs,config_sha256
core,0.95,0.041681869083912707,0.003689635796660416,0.005,False,0.05,128,2.364140825746896,empirical_source,9,composite_multiview_v3,False,True,True,0.765,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.8,0.10354482045950857,0.004311556569018579,0.005,False,0.05,128,3.333438323516777,empirical_source,9,composite_multiview_v3,False,True,True,0.765,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.95,0.048902325139091284,0.004725670375755058,0.005,False,0.05,384,,empirical_source,9,composite_multiview_v3,False,True,True,0.765,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.95,0.0017627702246831279,0.00488257553373681,0.295,True,0.05,128,1.0148535678552386,mar_age_sex_30,0,composite_multiview_v3,False,True,True,0.545,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.95,0.04018936226415451,0.004903636222326844,0.005,False,0.05,128,2.364140825746896,mar_age_sex_30,0,composite_multiview_v3,False,True,True,0.545,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.06464961341426126,0.0044464979550345,0.005,False,0.05,128,4.620939225219392,mar_age_sex_30,0,composite_multiview_v3,False,True,True,0.545,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.95,0.03553391530103298,0.004049488441062472,0.005,False,0.05,384,,mar_age_sex_30,0,composite_multiview_v3,False,True,True,0.545,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.95,0.002333407489427612,0.0064487663287640905,0.25,True,0.05,128,1.017979127256062,mar_age_sex_30,1,composite_multiview_v3,False,True,True,0.6,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.95,0.04364685173428687,0.00438405694803407,0.005,False,0.05,128,2.364140825746896,mar_age_sex_30,1,composite_multiview_v3,False,True,True,0.6,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.09028437240605452,0.0053683900606529686,0.005,False,0.05,128,4.3601028127544685,mar_age_sex_30,1,composite_multiview_v3,False,True,True,0.6,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.95,0.045421543876589685,0.003883135815235113,0.005,False,0.05,384,,mar_age_sex_30,1,composite_multiview_v3,False,True,True,0.6,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.95,0.0010850503221103134,0.008214107029495495,0.485,True,0.05,128,1.0123274668959288,mar_age_sex_30,2,composite_multiview_v3,False,True,True,0.605,0.07692307692307693,0.07692307692307693,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.95,0.05330121808903181,0.0059321328962872386,0.005,False,0.05,128,2.364140825746896,mar_age_sex_30,2,composite_multiview_v3,False,True,True,0.605,0.07692307692307693,0.07692307692307693,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.0699688320169569,0.0045384667494022,0.005,False,0.05,128,4.359668422507468,mar_age_sex_30,2,composite_multiview_v3,False,True,True,0.605,0.07692307692307693,0.07692307692307693,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.95,0.04145170014269971,0.003915487427170607,0.005,False,0.05,384,,mar_age_sex_30,2,composite_multiview_v3,False,True,True,0.605,0.07692307692307693,0.07692307692307693,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
