method,track,outer_target,policy,mask_replicate,mean_observed_fraction,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_10,8,0.6407692307692308,200.0,0.745,0.7377944466377155,0.8794444085306035,0.5214755907339059,0.6441473067069408,0.17165039986224406,0.2264101133564964,0.74,0.5998157652322674,0.8354430379746836,0.7904191616766467,0.8859060402684564,0.6375838926174496,0.3777072206695255,1.1802383212459586,0.13798425436142078
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_10,9,0.6369230769230769,200.0,0.745,0.6852875378339254,0.8492846229628694,0.5497432825503077,0.6818449551566557,0.18390585561512185,0.2428654068211681,0.73,0.5931043558362943,0.8280254777070064,0.7878787878787878,0.87248322147651,0.5369127516778524,0.5338570516651108,0.8880554001205088,0.17475584064565872
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_30,0,0.48692307692307696,200.0,0.745,0.6729832872746414,0.8246431119042348,0.5633107035949988,0.6678971823491187,0.18904760184237784,0.23543522699819408,0.72,0.6186340307935254,0.8145695364238411,0.803921568627451,0.825503355704698,0.3825503355704698,0.6608316256360202,0.9021184582773003,0.19491024315616262
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_30,1,0.5065384615384615,200.0,0.745,0.6928543229372286,0.849837925266465,0.558278733517859,0.6580008207196786,0.1872798650492181,0.23181805083764156,0.73,0.6253454401894987,0.8223684210526315,0.8064516129032258,0.8389261744966443,0.4899328859060403,0.6280052927036486,0.9719782502375593,0.1781367598060434
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_30,2,0.49269230769230776,200.0,0.745,0.6486379786814056,0.8239228121933996,0.5753064351121836,0.6991303982667239,0.19497480473398082,0.24990674679190977,0.7,0.566521910777734,0.8064516129032258,0.7763975155279503,0.8389261744966443,0.436241610738255,0.6836284104565392,0.7055303893164189,0.2041473240105428
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_30,3,0.5046153846153847,200.0,0.745,0.7177918147124623,0.864586955837229,0.5432470468188519,0.6479926432827208,0.18055944470556834,0.2275494320402297,0.735,0.6029082774049217,0.8306709265175719,0.7926829268292683,0.87248322147651,0.4899328859060403,0.5357959906757244,1.0915102482497747,0.16029115457628915
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_30,4,0.4807692307692308,200.0,0.745,0.6338991972627976,0.8241681199125619,0.5802508835820457,0.7053604694530453,0.19721327928944465,0.2534167520222263,0.68,0.5402026582445059,0.7935483870967742,0.7639751552795031,0.825503355704698,0.40268456375838924,0.7090659160053094,0.6610770353916572,0.20509918228326765
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_30,5,0.5061538461538462,200.0,0.745,0.6745624424266352,0.8413950017247969,0.563014388673945,0.6688212157334807,0.18929365580153157,0.2366919540070161,0.725,0.6090933017502302,0.8208469055374593,0.7974683544303798,0.8456375838926175,0.4228187919463087,0.6370758857382065,0.9204000646523873,0.18309194896280956
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_30,6,0.4930769230769231,200.0,0.745,0.6655480984340045,0.8178887713749725,0.5706164247669618,0.6831313561396408,0.19221762219375058,0.24164432506776654,0.695,0.5696144229503882,0.8013029315960912,0.7784810126582279,0.825503355704698,0.4697986577181208,0.6723400416957098,0.8122588019134791,0.2053139842050698
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_30,7,0.5038461538461538,200.0,0.745,0.6818002368732728,0.8555413706146645,0.5554152131652803,0.6676655072978547,0.18639069281657406,0.2369607742305374,0.73,0.5995525727069351,0.8269230769230769,0.7914110429447853,0.8657718120805369,0.3959731543624161,0.5895278574834337,0.9454555915422852,0.1685509644515843
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_30,8,0.5053846153846153,200.0,0.745,0.6677194367679958,0.8340627688120007,0.5674318789397212,0.6782964280396605,0.19091358114043472,0.24041471941759587,0.735,0.6093564942755626,0.8295819935691319,0.7962962962962963,0.8657718120805369,0.38926174496644295,0.6531588689812371,0.8504355870206086,0.19306851620414048
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_30,9,0.5026923076923077,200.0,0.745,0.6969338070798788,0.8448412495401181,0.5498457085787494,0.6568958086173964,0.18306403570679927,0.23096687301461516,0.715,0.5830372417423345,0.8167202572347267,0.7839506172839507,0.8523489932885906,0.5704697986577181,0.5466343040702052,1.091325809887265,0.17193142469035244
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_50,0,0.36346153846153845,200.0,0.745,0.660415844190025,0.8290044099279912,0.6002811850913887,0.67938220798383,0.20500445275214482,0.23963649003679033,0.685,0.5951440979076195,0.7864406779661017,0.7945205479452054,0.7785234899328859,0.47651006711409394,0.8060339995245516,0.7687513650621164,0.22659684015660975
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_50,1,0.3453846153846154,200.0,0.745,0.6691011975259903,0.8206766009773968,0.5884037590788962,0.6681462381959222,0.1997272901741912,0.23574838959366504,0.73,0.6446900908014213,0.8187919463087249,0.8187919463087249,0.8187919463087249,0.3691275167785235,0.752263104883015,0.927572690471447,0.21928600722354483
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_50,2,0.3480769230769231,200.0,0.745,0.6135675746808791,0.8284993947840678,0.6095300752421856,0.6859501572325233,0.21171476806337203,0.24655524998833753,0.625,0.5355309909198579,0.740484429065744,0.7642857142857142,0.7181208053691275,0.436241610738255,0.8406540275026647,0.6938010177838341,0.2201143197904727
