outer_target,inner_validation,control,parameter_id,parameters_json,seed,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
cleveland,va_long_beach,logistic_natural,0,"{""C"": 1.0}",5062,natural,0,200.0,0.745,0.6666666666666667,0.8660201903784033,0.6416036713037327,0.7734727353738029,0.22151279393636134,0.2715771280919175,0.645,0.5554020265824451,0.7560137457044673,0.7746478873239436,0.738255033557047,0.44966442953020136,0.8124749241780557,0.3636711443987506,0.19421904144505348
cleveland,va_long_beach,logistic_natural,0,"{""C"": 1.0}",5062,mcar_10,0,200.0,0.745,0.6552835899460454,0.8511769042034433,0.633025331321761,0.8273037146512486,0.21273289912748794,0.2801081681983899,0.68,0.5724437425977102,0.7866666666666666,0.7814569536423841,0.7919463087248322,0.40268456375838924,0.7445709835779118,0.3449633407571205,0.18901115053555004
cleveland,va_long_beach,logistic_natural,0,"{""C"": 1.0}",5062,mcar_30,0,200.0,0.745,0.7083826819318332,0.8735082709646371,0.5677131324867646,0.7877945458744933,0.18775616321015687,0.2685262028800385,0.74,0.61916041584419,0.832258064516129,0.8012422360248447,0.8657718120805369,0.5369127516778524,0.5463154389138422,0.4671869046413545,0.15357380014230776
cleveland,va_long_beach,logistic_natural,0,"{""C"": 1.0}",5062,mcar_50,0,200.0,0.745,0.6412027898407685,0.8534079519243882,0.6079540703261993,0.8845022488373462,0.20863249994852864,0.3143732571864366,0.69,0.5275694170285564,0.8050314465408805,0.757396449704142,0.8590604026845637,0.4697986577181208,0.6166661870099651,0.34725805782173047,0.16926410818823373
cleveland,va_long_beach,logistic_natural,0,"{""C"": 1.0}",5062,drop_routine,0,200.0,0.745,0.6575207264113699,0.8529971302055025,0.6062227229161972,0.8720572255476743,0.2013790591674907,0.294516713478661,0.705,0.5827740492170023,0.8078175895765473,0.7848101265822784,0.8322147651006712,0.4429530201342282,0.5842953566968868,0.3672445542809291,0.17189080621974034
cleveland,va_long_beach,logistic_natural,0,"{""C"": 1.0}",5062,drop_exercise,0,200.0,0.745,0.6363995262534545,0.8355380757729924,0.6535149507212972,0.739605388868204,0.2247249058739391,0.2601268405844142,0.71,0.6248190551388341,0.8040540540540541,0.8095238095238095,0.7986577181208053,0.3624161073825503,0.9186483297592286,0.38840449795493237,0.24893465026777617
cleveland,va_long_beach,logistic_natural,0,"{""C"": 1.0}",5062,drop_advanced,0,200.0,0.745,0.6756152125279642,0.8642461269586248,0.6414368378384916,0.7440558455479237,0.2207451263386507,0.25941614855928685,0.65,0.590998815633636,0.75177304964539,0.7969924812030075,0.7114093959731543,0.48322147651006714,0.8562448881847217,0.3910584927761526,0.20570693388128453
cleveland,va_long_beach,logistic_natural,0,"{""C"": 1.0}",5062,mar_age_sex_30,0,200.0,0.745,0.6673246479799974,0.8579093272452882,0.6199836230917948,0.7722978792583811,0.21441576257505726,0.2727593932761004,0.66,0.5719173575470456,0.7671232876712328,0.7832167832167832,0.7516778523489933,0.5033557046979866,0.7801062516930499,0.39057837554075375,0.19044377884055919
cleveland,va_long_beach,logistic_natural,0,"{""C"": 1.0}",5062,empirical_source,0,200.0,0.745,0.6988419528885379,0.87671981696843,0.6081783683815327,0.7217205714855356,0.2101901615623752,0.25295383663417825,0.67,0.5979734175549415,0.7708333333333334,0.7985611510791367,0.7449664429530202,0.5302013422818792,0.7960972864076974,0.4457706132320964,0.17465559912015935
cleveland,hungary,logistic_structured,0,"{""C"": 1.0}",5062,natural,0,294.0,0.36054421768707484,0.8858390204737053,0.7862632262796244,0.41003658180342273,0.4550347056282266,0.13162067487411053,0.14784471439815464,0.8027210884353742,0.7757928542753914,0.7128712871287128,0.75,0.6792452830188679,0.8301886792452831,0.06223006621820118,0.9314543317383351,0.0748854273613801
cleveland,hungary,logistic_structured,0,"{""C"": 1.0}",5062,mcar_10,0,294.0,0.36054421768707484,0.8751003613006825,0.7674314394804107,0.42858096057919276,0.47894456936350727,0.13739561931763053,0.15581184036782902,0.7959183673469388,0.7643014853472501,0.696969696969697,0.75,0.6509433962264151,0.8113207547169812,0.0830670735148451,0.9674055844086891,0.08730944145195638
cleveland,hungary,logistic_structured,0,"{""C"": 1.0}",5062,mcar_30,0,294.0,0.36054421768707484,0.838317944600562,0.6959884917360688,0.480676645707647,0.5151319804511678,0.15649221762674864,0.1703073745846187,0.7721088435374149,0.7456844640706544,0.6731707317073171,0.696969696969697,0.6509433962264151,0.6698113207547169,-0.1477020009302085,0.9780584960581103,0.1157384239406963
cleveland,hungary,logistic_structured,0,"{""C"": 1.0}",5062,mcar_50,0,294.0,0.36054421768707484,0.8112203934162987,0.7047757421365445,0.515544046382131,0.5466167928394632,0.17023540388611372,0.18262850104971942,0.7721088435374149,0.7456844640706544,0.6731707317073171,0.696969696969697,0.6509433962264151,0.6886792452830188,-0.22303855619638338,1.2159142882392964,0.1385983729357261
cleveland,hungary,logistic_structured,0,"{""C"": 1.0}",5062,drop_routine,0,294.0,0.36054421768707484,0.8816740264953833,0.7653762960278259,0.42775289600877614,0.4307739837826357,0.13599246175673446,0.13762601445722356,0.8061224489795918,0.8010839020473706,0.7443946188340808,0.7094017094017094,0.7830188679245284,0.7924528301886793,-0.4605919764290127,0.9488166479430051,0.0944255264412234
cleveland,hungary,logistic_structured,0,"{""C"": 1.0}",5062,drop_exercise,0,294.0,0.36054421768707484,0.7987254114813327,0.6263430056504157,0.5080361266122752,0.5731155148503294,0.1700953912716502,0.19481671889906077,0.7244897959183674,0.6940485748695303,0.6048780487804878,0.6262626262626263,0.5849056603773585,0.6037735849056604,0.14811545390619604,1.0050087217503039,0.1365493511760405
